departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIOS TEXACO NO 6,TEXACO,Avenida 4 Oeste No. 7-180,GASOLINA CORRIENTE OXIGENADA,9150,1,05/03/2018 12:00:00 AM
44,LA GUAJIRA,44430,MAICAO,ACPM WILLY,AYATAWACOOP,CALLE 16 AL LADO DEL TERMINAL. FRENTE AL MOLINO DE SAL EL REY,ACEM - DIESEL ECOLOGICO,5000,1,05/01/2018 12:00:00 AM
13,BOLIVAR,13442,MARIA LA BAJA,EDS SAN JERONIMO,TERPEL,CORREGIMIENTO SENA MARIA LA BAJA,GASOLINA EXTRA OXIGENADA,10990,1,05/01/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,BIOACEM AL 9%,8129,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO CHILE,MOBIL,CALLE 139 No. 94-18,BIODIESEL EXTRA,8090,1,03/01/2018 12:00:00 AM
73,TOLIMA,73671,SALDAÑA,ESTACION DE SERVICIO LOS PUENTES,MOBIL,CARRERA 18 No. 18-45 BARRIO EL PALMAR,GASOLINA EXTRA OXIGENADA,11800,1,05/07/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO AUTOMOTRIZ JJR,TERPEL,CHILVI KM 25 DE TUMACO,BIODIESEL EXTRA,7443,1,05/10/2018 12:00:00 AM
44,LA GUAJIRA,44078,BARRANCAS,EDS AUTOMOTRIZ LAS MARIAS,DISCOWACOOP,CARRERA 6 No.  20-08,GASOLINA CORRIENTE - IMPORTADO,6000,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05045,APARTADO,ESTACION DE SERVICIO TERPEL GALERIA,TERPEL,CALLE 92 No. 102-30,GASOLINA CORRIENTE OXIGENADA,9150,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05212,COPACABANA,ESTACION DE SERVICIO FUNDADORES EL RANCHO DE LUIS S.A.S,ZEUSS,CALLE 50 NO. 28-50,GASOLINA CORRIENTE OXIGENADA,8865,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25612,RICAURTE,ESTACION DE SERVICIO ESSO PEÑALISA,MOBIL,CALLE 10 No. 15 - 88,BIODIESEL EXTRA,8459,1,05/02/2018 12:00:00 AM
19,CAUCA,19001,POPAYAN,EDS BOLIVAR,TERPEL,CALLE 10 NORTE No. 6 - 45,BIODIESEL EXTRA,8170,1,05/01/2018 12:00:00 AM
23,CORDOBA,23500,MOÑITOS,ESTACION LA UNION,BIOMAX,CORREGIMIENTO LA UNION SECTOR LA LEY,GASOLINA CORRIENTE OXIGENADA,9349,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTRELLA DEL SUR,TEXACO,CALLE 8 B No. 65-301,GASOLINA EXTRA OXIGENADA,11570,1,05/02/2018 12:00:00 AM
23,CORDOBA,23079,BUENAVISTA,EDS GASOLINERA MATA DE CAÑA,PETROMIL,KILOMETRO 76 CARRETERA TRONCAL VIA BUENAVISTA,BIODIESEL EXTRA,7340,1,03/01/2017 12:00:00 AM
25,CUNDINAMARCA,25572,PUERTO SALGAR,ESTACION DE SERVICIO RIONEGRITO,TERPEL,VEREDA RIO NEGRITO,GASOLINA CORRIENTE OXIGENADA,8788,1,05/01/2018 12:00:00 AM
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO EL TREBOL,TEXACO,DIAGONAL 37 A NO. 15A-50,BIOACEM AL 9%,8430,1,05/03/2018 12:00:00 AM
86,PUTUMAYO,86757,SAN MIGUEL,ESTACION DE SERVICIO SERVITER,TERPEL,BARRIO AMISTAD- LA DORADA,GASOLINA CORRIENTE OXIGENADA,7450,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25799,TENJO,BRIO MI ESTACION,BIOMAX,AUTOPISTA MEDELLIN KILOMETRO 12,BIOACEM AL 9%,8060,1,05/04/2018 12:00:00 AM
95,GUAVIARE,95025,EL RETORNO,ESTACION DE SERVICIO EL COLONO,BIOMAX,KILOMETRO 25 VIA RETORNO VEREDA TRUENO,BIODIESEL EXTRA,9850,1,05/08/2018 12:00:00 AM
76,VALLE DEL CAUCA,76869,VIJES,TERPEL VIJES,TERPEL,PARAJE SAN ISIDRO VIA PANORAMA,BIODIESEL EXTRA,8073,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,GASOLINA EXTRA OXIGENADA,12060,1,05/02/2018 12:00:00 AM
68,SANTANDER,68655,SABANA DE TORRES,DISLUCOM,TERPEL,Carrera 11 No. 21-20,GASOLINA CORRIENTE OXIGENADA,8700,1,05/02/2018 12:00:00 AM
52,NARIÑO,52227,CUMBAL,ESTACION DE SERVICIO SERVICENTRO CUMBAL,ESSO,CALLE 22 CON 4,BIODIESEL EXTRA,6737,1,04/05/2018 12:00:00 AM
52,NARIÑO,52203,COLON (GENOVA),SERVICENTRO COOPCOLON,TERPEL,SALIDA A LA VICTORIA BARRIO LA PAZ,BIODIESEL EXTRA,7060,1,05/08/2018 12:00:00 AM
52,NARIÑO,52254,EL PEÑOL,ESTACION DE SERVICIO EL CRUCERO,BIOMAX,CORREGIMIENTO LAS COCHAS DE EL PEÑOL,GASOLINA CORRIENTE OXIGENADA,7000,1,05/10/2018 12:00:00 AM
17,CALDAS,17873,VILLA MARIA,ESTACION DE SERVICIO LA VILLA,TEXACO,ENTRADA A VILLAMARIA,BIODIESEL EXTRA,8330,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25099,BOJACA,INVERSIONES COREGUAJE ESTACION BOJACA EDS,BIOMAX,LOTE EL JAZMIN VEREDA BOBACE,BIOACEM AL 9%,8155,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ESTRELLA DE ORIENTE GENERGY,BIOMAX,TRANSVERSAL 14 ESTE No. 73-43 SUR,BIOACEM AL 9%,8441,1,05/02/2018 12:00:00 AM
52,NARIÑO,52678,SAMANIEGO,ESTACION DE SERVICIO BRISAS DEL SAN JUAN DE SAMANIEGO,TEXACO,CARRERA 4 No. 8-03 BARRIO EL RECREO,BIODIESEL EXTRA,6760,1,05/02/2018 12:00:00 AM
23,CORDOBA,23300,COTORRA,ESTACION DE SERVICIO COTORRA,TEXACO,CALLE 15 No. 20-8 BARRIO SAN ROQUE VIA LA CULEBRA,GASOLINA CORRIENTE OXIGENADA,8420,1,05/02/2018 12:00:00 AM
20,CESAR,20400,LA JAGUA DE IBIRICO,ESTACION DE SERVICIO AUTOMOTRIZ MARLI,SAVE,DIAGONAL 1 No. 10-34,BIODIESEL EXTRA,6970,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEXACO No 1,TEXACO,Carrera 7 No. 69 -26,BIODIESEL EXTRA,8760,1,05/02/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO TORCOROMA,TERPEL,CALLE 7 No. 56 - 148 BARRIO EL LIBANO,BIODIESEL EXTRA,6060,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,BIOMAX INVERNIZA,BIOMAX,TRANSVERSAL 73A No. 82H-55,BIODIESEL EXTRA,8150,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,ESTACION DE SERVICIO ESSO LA BASCULA,MOBIL,KILÓMETRO 7 VÍA BUGA - BUENAVENTURA MEDIACANOA DE YOTOCO,GASOLINA CORRIENTE OXIGENADA,8670,1,05/02/2018 12:00:00 AM
68,SANTANDER,68432,MALAGA,EDS TALAMEDA,BIOMAX,CARRERA 10 No. 21-19,BIODIESEL EXTRA,8426,1,05/09/2018 12:00:00 AM
15,BOYACA,15469,MONIQUIRA,ESTACION DE SERVICIO GUADALAJARA,TERPEL,Carretera Central  No.30-102,GASOLINA EXTRA OXIGENADA,11980,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,GASOLINA CORRIENTE OXIGENADA,8840,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25899,ZIPAQUIRA,COMPAÑÍA DE INVERSIONES COMERCIALES EN TRANSPORTE Y MINERIA LTDA,TEXACO,CARRERA 36 No. 6-25,BIOACEM AL 9%,8450,1,05/02/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,EDS TERPEL CACIQUE,TERPEL,CARRERA 33 No. 95 - 40 BARRIO PEDREGOSA,GASOLINA EXTRA OXIGENADA,10979,1,05/10/2018 12:00:00 AM
41,HUILA,41298,GARZON,ESTACION DE SERVICIO LOS HALCONES MV DOS,TERPEL,CARRERA 10 No. 9 -21-25-39-43,GASOLINA EXTRA OXIGENADA,10500,1,05/02/2018 12:00:00 AM
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO COMBUSTIBLES LANDAZURY,TEXACO,VEREDA LA PAMPA,BIODIESEL EXTRA,6900,1,05/02/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,EDS EL MILAGROSO,PUMA,CARRERA 04  No. 13B-299 SECTOR PESCADOR,BIODIESEL EXTRA,8400,1,05/03/2018 12:00:00 AM
68,SANTANDER,68162,CERRITO,ESTACION DE SERVICIO RINCON DEL BUITRE,TERPEL,BARRIO ARENALES SALIDA MALAGA,BIODIESEL EXTRA,8380,1,05/02/2018 12:00:00 AM
20,CESAR,20550,PELAYA,ESTACION DE SERVICIO EL NEVADO,PETROMIL,KM 7 COSTADO DERECHO VIA LA MATA - SAN ROQUE,GASOLINA CORRIENTE OXIGENADA,7250,1,05/01/2018 12:00:00 AM
20,CESAR,20178,CHIRIGUANA,ESTACION DE SERVICIOS JABES,PETROMIL,TRONCAL DEL CARIBE KILOMETRO 20 CORREGIMIENTO LA AURORA,BIODIESEL EXTRA,8000,1,05/02/2018 12:00:00 AM
41,HUILA,41001,NEIVA,ESTACION DE SERVICIO TERPEL LAS BRISAS,TERPEL,CALLE 8 No 29 - 179 - 197,BIODIESEL EXTRA,8495,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76130,CANDELARIA,ESTACION DE SERVICIO LA SUREÑA BIOMAX,BIOMAX,CABUYAL KILOMETRO 6 VIA CANDELARIA,BIODIESEL EXTRA,8090,1,05/05/2018 12:00:00 AM
05,ANTIOQUIA,05895,ZARAGOZA,SERVICENTRO LA RIVERA,TEXACO,CARRERA 45 CALLE 42,GASOLINA CORRIENTE OXIGENADA,8798,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,OPECOM EDS VILLA DEL PRADO,TERPEL,CARRERA 5 No. 58A-11,GASOLINA CORRIENTE OXIGENADA,8600,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,SERVICENTRO ESSO NO 12 LA FLORESTA,MOBIL,CARRERA 15 No. 33H-44,GASOLINA CORRIENTE OXIGENADA,8880,1,05/02/2018 12:00:00 AM
70,SUCRE,70670,SAMPUES,ESTACION DE SERVICIO SAMPUES,TERPEL,CARRERA 13 No. 24-47 TRONCAL DE OCCIDENTE,BIODIESEL EXTRA,8000,1,05/09/2018 12:00:00 AM
15,BOYACA,15646,SAMACA,ESTACION DE SERVICIO AUTOMOTRIZ LAS CUATRO ESTRELLAS,BIOMAX,VEREDA LA CHURUVITA,BIOACEM AL 9%,8540,1,05/02/2018 12:00:00 AM
70,SUCRE,70215,COROZAL,DISTRIBUIDORA DE COMBUSTIBLE LA MACARENA LTDA,TERPEL,CALLE 40F No. 21E-26,GASOLINA CORRIENTE OXIGENADA,8800,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25572,PUERTO SALGAR,MINIDISTRIBUIDORA DE COMBUSTIBLES LA PORTEÑA,TERPEL,CALLE 14 No. 9-13,BIODIESEL EXTRA,8120,1,05/03/2018 12:00:00 AM
13,BOLIVAR,13688,SANTA ROSA DEL SUR,GASOLINERA LOS PINOS,TERPEL,Calle 14 No 5-18 Barrio San Isidro,BIODIESEL EXTRA,8350,1,05/01/2018 12:00:00 AM
54,NORTE DE SANTANDER,54128,CACHIRA,ESTACION DE SERVICIO TRES PIEDRAS,COOMULPINORT,KM 63 VIA BUCARAMANGA AL MAR,GASOLINA EXTRA OXIGENADA,6800,1,05/03/2018 12:00:00 AM
50,META,50680,SAN CARLOS DE GUAROA,ESTACION DE SERVICIO PALMERAS DEL META,BIOMAX,CARRERA 4 2 44 LA PALMERA,GASOLINA CORRIENTE OXIGENADA,9133,1,05/01/2018 12:00:00 AM
68,SANTANDER,68679,SAN GIL,ESTACION DE SERVICIO SANTACRUZ DE SAN GIL,TERPEL,Carrera 11 No. 6-10  SAN GIL,BIODIESEL EXTRA,8210,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05631,SABANETA,ESTACION DE SERVICIOS SABANETA,TEXACO,CALLE 77 SUR  No. 46B 120,GASOLINA EXTRA OXIGENADA,11290,1,05/10/2018 12:00:00 AM
81,ARAUCA,81736,SARAVENA,BOMBA ROJA,TERPEL,CARRERA 13 No. 12 - 30 las palmeras,BIODIESEL EXTRA,6700,1,10/05/2017 12:00:00 AM
05,ANTIOQUIA,05240,EBEJICO,ESTACION DE SERVICIO LOS BUCAROS EBEJICO,ZAPATA Y VELASQUEZ,Carrera 20 No. 15-30,GASOLINA CORRIENTE OXIGENADA,9730,1,04/26/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,EDS  ARCAS COSTA AZUL,TERPEL,KILOMETRO 15 CARRETERA DE SANTA MARTA A CIENAGA BARRIO DON JACA,GASOLINA CORRIENTE OXIGENADA,8890,1,05/02/2018 12:00:00 AM
86,PUTUMAYO,86568,PUERTO ASIS,ESTACION DE SERVICIO LOS CRISTALES,TERPEL,CARRERA 25  9-24,BIODIESEL EXTRA,7020,1,05/04/2018 12:00:00 AM
63,QUINDIO,63190,CIRCASIA,ESTACION DE SERVICIO CRUZ BROTHERS,ZEUSS,Calle 7 No 9-79,BIODIESEL EXTRA,8706,1,05/04/2018 12:00:00 AM
50,META,50590,PUERTO RICO,ESTACION DE SERVICIO EL CANEY,BIOMAX,CARRERA 1 No. 8-62,GASOLINA CORRIENTE OXIGENADA,10450,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05088,BELLO,ESTACION DE SERVICIO BAHIA CON CALLE 46,TERPEL,CALLE 46 No. 45-56,BIODIESEL EXTRA,8200,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO ESSO LOS ALAMOS NO 9,MOBIL,Carrera 52 No. 65 - 07,GASOLINA EXTRA OXIGENADA,11800,1,05/02/2018 12:00:00 AM
19,CAUCA,19100,BOLIVAR,ESTACION DE SERVICIO LA MEDINA,PETROMIL,VEREDA LA MEDINA,GASOLINA CORRIENTE OXIGENADA,9100,1,05/07/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO AMERICAS 2,TERPEL,CARRERA 54 No 5C - 91,BIOACEM AL 9%,8550,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05266,ENVIGADO,TERPEL PALMITAS,TERPEL,Variante Las Palmas - Aeropuerto,GASOLINA EXTRA OXIGENADA,9050,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76364,JAMUNDI,ESTACION DE SERVICIO JAMUNDI,TERPEL,Km 15 via panamericana jamundi,GASOLINA EXTRA OXIGENADA,11750,1,05/02/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO SIERRA NEVADA,TEXACO,CALLE 30 No. 60-252,BIODIESEL EXTRA,8030,1,03/05/2018 12:00:00 AM
15,BOYACA,15686,SANTANA,ESTACION DE SERVICIOS BUENAVISTA,TERPEL,KILOMETRO 4 VIA SANTANA - BUCARAMANGA VEREDA SAN EMIGDIO EL BOQUERON,BIOACEM AL 9%,7740,1,05/04/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,SERVICENTRO HERNANDEZ,MOBIL,AVENIDA ALFONSO LOPEZ CALLE 32 No. 14-121,GASOLINA CORRIENTE OXIGENADA,8870,1,05/11/2018 12:00:00 AM
05,ANTIOQUIA,05360,ITAGUI,ESTACION DE SERVICIO TEXACO SURAMERICA,TEXACO,CARRERA 42 No. 24-345 AUTOPISTA SUR,GASOLINA EXTRA OXIGENADA,11490,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25126,CAJICA,ESTACION DE SERVICIO MOBIL SAN JOSE CAJICA,ESSO,VEREDA CHUNTAME - LOTE BETANIA,GASOLINA EXTRA OXIGENADA,11799,1,05/01/2018 12:00:00 AM
25,CUNDINAMARCA,25286,FUNZA,SILMA TERPEL,TERPEL,AUTOPISTA OCCIDENTE TRES ESQUINAS KILOMETRO 14,BIOACEM AL 9%,8350,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EL PROVEEDOR DE COMBUSTIBLES LTDA,MOBIL,CALLE 13 No 33-10,BIODIESEL EXTRA,8384,1,05/02/2018 12:00:00 AM
52,NARIÑO,52678,SAMANIEGO,ESTACION DE SERVICIO BRISAS DEL SAN JUAN DE SAMANIEGO,TEXACO,CARRERA 4 No. 8-03 BARRIO EL RECREO,GASOLINA CORRIENTE OXIGENADA,6850,1,05/02/2018 12:00:00 AM
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO LA VIRGEN POPAYAN,MOBIL,CARRERA 6 No. 24N-75,BIODIESEL EXTRA,8940,1,05/02/2018 12:00:00 AM
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO EL JARDIN JP,TERPEL,CALLE 4 SUR No. 9A - 07,GASOLINA CORRIENTE OXIGENADA,9740,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05579,PUERTO BERRIO,SERVICENTRO DALLAS,BIOMAX,CALLE 43 No. 24-45 BARRIO LA MALENA,GASOLINA EXTRA OXIGENADA,10900,1,05/03/2018 12:00:00 AM
68,SANTANDER,68770,SUAITA,ESTACION DE SERVICIO PAMPLONILLA,BIOMAX,VIA CENTRAL TOLOTA VADO REAL FINCA EL TESORO,BIODIESEL EXTRA,8030,1,05/01/2018 12:00:00 AM
08,ATLANTICO,08078,BARANOA,EDS COOTRANSGUAJARO,TEXACO,Calle 10 No. 21-24,GASOLINA CORRIENTE OXIGENADA,8700,1,05/02/2018 12:00:00 AM
13,BOLIVAR,13836,TURBACO,ESTACION DE SERVICIO TECNOLOGICA,TEXACO,PARQUE INDUSTRIAL CARLOS VELEZ POMBO LOCAL 1C,BIODIESEL EXTRA,8390,1,05/02/2018 12:00:00 AM
52,NARIÑO,52693,SAN PABLO,ESTACION TERPEL SAN PABLO,TERPEL,CALLE 3 CON CARRERA 4 No. 3 - 60,GASOLINA CORRIENTE OXIGENADA,6705,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25845,UNE,ESTACION DE SERVICIO TEXACO LOS SAUCES,TEXACO,KILOMETRO 1 VIA UNE,BIOACEM AL 9%,8487,1,05/04/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,TERPEL - ESTACION DE SERVICIO  EL VERGEL,TERPEL,CARRERA 14 AVENIDA AMBALA No. 76 - 77,GASOLINA EXTRA OXIGENADA,11040,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25175,CHIA,EDS CHIA BACATA,MOBIL,CARRERA 1 No. 19-55,GASOLINA EXTRA OXIGENADA,11865,1,05/02/2018 12:00:00 AM
20,CESAR,20001,VALLEDUPAR,ESTACION DE SERVICIO AUTOMOTRIZ CENTRO DIESEL,TERPEL,DIAGONAL 21 No. 29-85,BIODIESEL EXTRA,6973,1,05/07/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,BIODIESEL EXTRA,8264,1,05/02/2018 12:00:00 AM
15,BOYACA,15135,CAMPOHERMOSO,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA TROCHA,BIOMAX,Calle 3 No 4-58,GASOLINA CORRIENTE OXIGENADA,10340,1,05/01/2018 12:00:00 AM
47,MAGDALENA,47288,FUNDACION,ESTACION DE SERVICIO COLOMBIAMIA,BIOMAX,KILOMETRO 2 SALIDA A FUNDACION - BOSCONIA,BIODIESEL EXTRA,8297,1,05/02/2018 12:00:00 AM
41,HUILA,41298,GARZON,ESTACION DE SERVICIO EL BOQUERON,TERPEL,KM 1 VIA NEIVA,GASOLINA CORRIENTE OXIGENADA,9310,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76520,PALMIRA,ESTACION DE SERVICIO ALAMEDA PALMIRA,TEXACO,CARRERA 28 No. 69-80,BIODIESEL EXTRA,8500,1,05/11/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MOBIL CALLE 170,MOBIL,CARRERA 55A No. 169A-39,GASOLINA CORRIENTE OXIGENADA,9092,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05250,EL BAGRE,ESTACION DE SERVICIO DISTRACOM FLUVIAL EL BAGRE,TEXACO,BARRIO PLAYA RICA No. 57A-55,BIODIESEL EXTRA,9028,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO COOTRASANA,TERPEL,CARRERA 72 No. 41SUR-159 SAN ANTONIO DE PRADO,GASOLINA CORRIENTE OXIGENADA,8590,1,05/03/2018 12:00:00 AM
70,SUCRE,70670,SAMPUES,SUPER ESTACION SAMPUES,TERPEL,CARRERA 13 No. 12-35 BARRIO CALLE LARGA,BIODIESEL EXTRA,7820,1,05/02/2018 12:00:00 AM
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO LA VIRGINA DE SOGAMOSO,BIOMAX,Cra 11 N. 3-47 SUR,GASOLINA CORRIENTE OXIGENADA,9269,1,05/03/2018 12:00:00 AM
15,BOYACA,15325,GUAYATA,ESTACION DE SERVICIO SAN DIEGO,BIOMAX,CARRERA 4 CALLE 9 SALIDA A GUATEQUE,GASOLINA CORRIENTE OXIGENADA,9398,1,05/08/2018 12:00:00 AM
25,CUNDINAMARCA,25175,CHIA,ESTACION DE SERVICIO MOBIL TRUCK DRIVER SERVICE,MOBIL,KILOMETRO 11 VIA CAJICA - CHIA,BIODIESEL EXTRA,8981,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44035,ALBANIA,ESTACION DE SERVICIO AUTOMOTRIZ LA REINA DEL SUR,DISCOWACOOP,CUESTECITA VIA A RIOHACHA ALBANIA,ACEM - DIESEL ECOLOGICO,5732,1,05/01/2018 12:00:00 AM
15,BOYACA,15176,CHIQUINQUIRA,ESTACION DE SERVICIO SAN JORGE G&R,TERPEL,CARRERA 10 No. 28-26,BIOACEM AL 9%,8500,1,05/04/2018 12:00:00 AM
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO ALI JOSE,AYATAWACOOP,CALLE 16 No. 21 - 73 BARRIO EL CARMEN,GASOLINA CORRIENTE OXIGENADA,6600,1,05/02/2018 12:00:00 AM
52,NARIÑO,52356,IPIALES,ESTACION DE SERVICIO ESSO RUMICHACA,MOBIL,Calle 17  No. 12-212 Vía a Rumichaca,BIODIESEL EXTRA,6810,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EL JARDIN,TEXACO,AVENIDA CARRERA 72 No. 131-98,GASOLINA CORRIENTE OXIGENADA,8990,1,05/02/2018 12:00:00 AM
68,SANTANDER,68572,PUENTE NACIONAL,ESTACION DE SERVICIO SANTA ROSA,TEXACO,LA ESTACION - VEREDA RIO SUAREZ,GASOLINA CORRIENTE OXIGENADA,9060,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ EL PODEROSO,TERPEL,CARRERA 26P DIAGONAL 28C 37-45,BIODIESEL EXTRA,8587,1,05/03/2018 12:00:00 AM
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),GASOLINERIA SANTA BARBARA,BIOMAX,QUEBRADA PASMINIO - SANTA BARBARA DE ISCUANDE,GASOLINA CORRIENTE OXIGENADA,7385,1,05/03/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO SUR OCCIDENTE,CASAMOTOR,CALLE 20 No. 11B -  60 S 62 S BARRIO RICAURTE,BIODIESEL EXTRA,8395,1,05/06/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,ESTACION DE SERVICIO NO 52 SINCELEJO,PETROMIL,Calle 32 A No. 31-586,GASOLINA EXTRA OXIGENADA,10700,1,05/04/2018 12:00:00 AM
41,HUILA,41001,NEIVA,EDS QUINTA AVENIDA,TERPEL,CARRERA 5 NO 14-02,GASOLINA CORRIENTE OXIGENADA,9148,1,05/03/2018 12:00:00 AM
63,QUINDIO,63001,ARMENIA,ESTACION DE SERVICIO EXITO MONTENEGRO,MOBIL,KILOMETRO 2 VIA ARMENIA - MONTENEGRO LOTE EDS,GASOLINA EXTRA OXIGENADA,11670,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,EDS GUADALUPE,TEXACO,Calle 14b No. 53.130,GASOLINA EXTRA OXIGENADA,10990,1,05/02/2018 12:00:00 AM
85,CASANARE,85440,VILLANUEVA,ESTACION DE SERVICIO DISTRACOM VILLAGRANDE,BIOMAX,KILOMETRO 1 VIA VILLANUEVA,BIOACEM AL 9%,8645,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS BRIO ALTAMAR,BIOMAX,TRANSVERSAL 86 No. 99-05 INTERIOR 1,BIOACEM AL 9%,8110,1,05/09/2018 12:00:00 AM
52,NARIÑO,52110,BUESACO,SERVICENTRO TERPEL SAN JORGE,TERPEL,BARRIO SAN ANTONIO DE BUESACO,BIODIESEL EXTRA,6680,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08758,SOLEDAD,EDS MANUELA BELTRAN,PUMA,VIA MANUELA BELTRAN CARRERA 15A-13,GASOLINA CORRIENTE OXIGENADA,8790,1,05/03/2018 12:00:00 AM
20,CESAR,20032,ASTREA,ESTACION DE SERVICIO MARIA MERCEDES LA Y,SAVE,CALLE 4 No. 5-30 SALIDA ASTREA,BIODIESEL EXTRA,8410,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,BREASCOL EDS TERPEL TERMINAL,TERPEL,CARRERA 64A No 78 - 55,GASOLINA EXTRA OXIGENADA,11860,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25758,SOPO,ESTACION DE SERVICIO HATO GRANDE GOLF,TERPEL,CARRETERA CENTRAL DEL NORTEKM 27 VIA SOPO,GASOLINA CORRIENTE OXIGENADA,8889,1,05/10/2018 12:00:00 AM
27,CHOCO,27006,ACANDI,EDS BIOCOMBUSTIBLES ACANDI,ZAPATA Y VELASQUEZ,VIA A VILLANUEVA,BIODIESEL EXTRA,8600,1,05/05/2018 12:00:00 AM
